,date,total_confirmed,new_confirmed,new_confirmed_after_fft,total_deaths,new_deaths,new_death_after_fft,total_recovered
329,2021-03-09,2699083,3525,4777.554267959569,45411,96,194.8665870211638,0.0
330,2021-03-10,2704712,5629,4479.85690430888,45582,171,182.96764157012356,0.0
331,2021-03-11,2710278,5566,4246.284929628398,45796,214,171.34737344985626,0.0
332,2021-03-12,2715993,5715,4079.870436260796,46007,211,160.4868108449941,0.0
333,2021-03-13,2721511,5518,3978.1729919337536,46229,222,150.76801101282362,0.0
334,2021-03-14,2724607,3096,3933.930757059142,46366,137,142.45423587650998,0.0
335,2021-03-15,2727462,2855,3936.0637565373154,46423,57,135.680375983733,0.0
336,2021-03-16,2731814,4352,3970.924954781884,46519,96,130.45381990077894,0.0
337,2021-03-17,2737763,5949,4023.6795571086304,46651,132,126.66512960356481,0.0
338,2021-03-18,2742274,4511,4079.6884411435276,46827,176,124.10712892187489,0.0
339,2021-03-19,2745694,3420,4125.777774086741,47025,198,122.50040053433534,0.0
340,2021-03-20,2749624,3930,4151.292754761235,47198,173,121.52276297325551,0.0
341,2021-03-21,2752279,2655,4148.857293565565,47298,100,120.84009129849161,0.0
342,2021-03-22,2754616,2337,4114.790943281972,47346,48,120.13586340648536,0.0
343,2021-03-23,2757552,2936,4049.1667510333687,47446,100,119.13704901464575,0.0
344,2021-03-24,2762270,4718,3955.5259977600945,47527,81,117.63438292922193,0.0
345,2021-03-25,2766259,3989,3840.295215382112,47689,162,115.49563583018727,0.0
346,2021-03-26,2769451,3192,3711.9749621126703,47822,133,112.6711608873943,0.0
347,2021-03-27,2776370,6919,3580.1866866078235,47947,125,109.19169315053611,0.0
348,2021-03-28,2779464,3094,3454.6724202893197,48039,92,105.15904990478275,0.0
349,2021-03-29,2782735,3271,3344.341592041836,48093,54,100.73096736014067,0.0
350,2021-03-30,2786219,3484,3256.450349595882,48134,41,96.10176444693356,0.0
351,2021-03-31,2789428,3209,3195.9825280892,48242,108,91.48081329292575,0.0
352,2021-04-01,2791910,2482,3165.2795772694913,48252,10,87.07089886744788,0.0
353,2021-04-02,2797010,5100,3163.941535471239,48495,243,83.04846479541499,0.0
354,2021-04-03,2799375,2365,3188.994943470592,48599,104,79.54748252789734,0.0
355,2021-04-04,2801218,1843,3235.2988533197354,48676,77,76.64827584738762,0.0
356,2021-04-05,2802225,1007,3296.1390211496687,48697,21,74.3721229727652,0.0
357,2021-04-06,2806908,4683,3363.9447850384718,48729,32,72.68189323040161,0.0
358,2021-04-07,2811270,4362,3431.0542647676925,48815,86,71.48840679635641,0.0
359,2021-04-08,2815110,3840,3490.4519667805653,48918,103,70.66168558549596,0.0
360,2021-04-09,2819600,4490,3536.4085290877,49017,99,70.0458364233363,0.0
361,2021-04-10,2822889,3289,3564.964427970746,49121,104,69.47601000504314,0.0
362,2021-04-11,2825551,2662,3574.2166479745592,49188,67,68.79573405224828,0.0
363,2021-04-12,2826977,1426,3564.3878118347047,49212,24,67.87293539422994,0.0
364,2021-04-13,2831972,4995,3537.679043167053,49231,19,66.6131374941737,0.0
365,2021-04-14,2837160,5188,3497.9287957448723,49289,58,64.96862736451625,0.0
366,2021-04-15,2840869,3709,3450.1180677469297,49359,70,62.942797212869365,0.0
367,2021-04-16,2843929,3060,3399.776180550235,49441,82,60.58934119600224,0.0
368,2021-04-17,2847101,3172,3352.349452791276,49510,69,58.00648115556799,0.0
369,2021-04-18,2849072,1971,3312.5970148121683,49562,52,55.32686133848349,0.0
370,2021-04-19,2850575,1503,3284.0736646892633,49595,33,52.70414855672657,0.0
371,2021-04-20,2855052,4477,3268.7496361515296,49618,23,50.297665986335446,0.0
372,2021-04-21,2859892,4840,3266.8025276332974,49672,54,48.25655112645753,0.0
373,2021-04-22,2864319,4427,3276.598937596117,49748,76,46.704948970792664,0.0
374,2021-04-23,2867748,3429,3294.864330414783,49818,70,45.72963105310469,0.0
375,2021-04-24,2870407,2659,3317.021172778662,49877,59,45.37118348089975,0.0
376,2021-04-25,2872756,2349,3337.659195936687,49921,44,45.619557530806176,0.0
377,2021-04-26,2873995,1239,3351.0892625528572,49936,15,46.41435890056907,0.0
378,2021-04-27,2878438,4443,3351.9248642476646,49967,31,47.64980597100426,0.0
379,2021-04-28,2882423,3985,3335.633372337189,50027,60,49.183854997101555,0.0
380,2021-04-29,2886638,4215,3299.002894616656,50098,71,50.85061065348807,0.0
381,2021-04-30,2890257,3619,3240.47950150965,50164,66,52.47484790944728,0.0
382,2021-05-01,2893928,3671,3160.3427359454763,50219,55,53.887291350464,0.0
383,2021-05-02,2895810,1882,3060.7033851724636,50274,55,54.93924559184771,0.0
384,2021-05-03,2897110,1300,2945.3248859634027,50290,16,55.51524820802731,0.0
385,2021-05-04,2901549,4439,2819.2867726816366,50331,41,55.54261548765938,0.0
386,2021-05-05,2903934,2385,2688.523635919649,50411,80,54.9970512020398,0.0
387,2021-05-06,2906362,2428,2559.2847264426505,50471,60,53.90386036209933,0.0
388,2021-05-07,2909076,2714,2437.5665469301894,50527,56,52.33471839764759,0.0
389,2021-05-08,2911927,2851,2328.572893683591,50583,56,50.400353246355735,0.0
390,2021-05-09,2913480,1553,2236.253705237669,50626,43,48.239866113179275,0.0
391,2021-05-10,2914504,1024,2162.9661053827367,50643,17,46.00771289472647,0.0
392,2021-05-11,2917219,2715,2109.2890111660718,50665,22,43.859566307469485,0.0
393,2021-05-12,2920043,2824,2074.0078007950297,50719,54,41.93836186941282,0.0
394,2021-05-13,2922680,2637,2054.2692451930957,50785,66,40.361793125400304,0.0
395,2021-05-14,2924766,2086,2045.8907579654679,50840,55,39.21236813914679,0.0
396,2021-05-15,2927195,2429,2043.7935353849655,50903,63,38.530886119771125,0.0
397,2021-05-16,2928389,1194,2042.517687288152,50940,37,38.313864881331185,0.0
398,2021-05-17,2929050,661,2036.7700467317725,50941,1,38.515077976878096,0.0
399,2021-05-18,2931500,2450,2021.9526408607987,50972,31,39.05097970946547,0.0
400,2021-05-19,2934592,3092,1994.6220069800288,51012,40,39.80944202438717,0.0
401,2021-05-20,2936614,2022,1952.8363827765206,51081,69,40.66093182155849,0.0
402,2021-05-21,2938261,1647,1896.358593170908,51128,47,41.47104691869593,0.0
403,2021-05-22,2939697,1436,1826.6961437246546,51170,42,42.11322194272181,0.0
404,2021-05-23,2940679,982,1746.9753015625488,51209,39,42.48042022909479,0.0
405,2021-05-24,2941389,710,1661.6613598120666,51225,16,42.49474232087564,0.0
406,2021-05-25,2944265,2876,1576.1514083162394,51249,24,42.114093712021344,0.0
407,2021-05-26,2946793,2528,1496.2774804019475,51288,39,41.33534303218409,0.0
408,2021-05-27,2948986,2193,1427.7658803581865,51350,62,40.19373906774149,0.0
409,2021-05-28,2950587,1601,1375.7021375085794,51401,51,38.75870884660951,0.0
410,2021-05-29,2952311,1724,1344.050107293651,51456,55,37.12649633357455,0.0
411,2021-05-30,2952861,550,1335.26840128874,51491,35,35.41039088439588,0.0
412,2021-05-31,2953235,374,1350.0581350871132,51505,14,33.72951010216629,0.0
413,2021-06-01,2953409,174,1387.2638395205954,51508,3,32.19722394797253,0.0
414,2021-06-02,2954084,675,1443.9354459189094,51525,17,30.910325607328794,0.0
415,2021-06-03,2956576,2492,1515.5448318004953,51575,50,29.93996919601727,0.0
416,2021-06-04,2959171,2595,1596.3368204271603,51633,58,29.325214102619437,0.0
417,2021-06-05,2961257,2086,1679.7829832909492,51676,43,29.069758558924487,0.0
418,2021-06-06,2962395,1138,1759.0981019778937,51701,25,29.142135843283363,0.0
419,2021-06-07,2962934,539,1827.7744059500594,51719,18,29.47931489571685,0.0
420,2021-06-08,2964109,1175,1880.0880565507432,51736,17,29.99332440200613,0.0
421,2021-06-09,2966038,1929,1911.5357529769647,51777,41,30.580235799699942,0.0
422,2021-06-10,2972976,6938,1919.1663815783782,51814,37,31.130622446837197,0.0
423,2021-06-11,2974886,1910,1901.7825822580523,51846,32,31.540479296300973,0.0
424,2021-06-12,2976183,1297,1859.998986271592,51889,43,31.72155160052461,0.0
425,2021-06-13,2976974,791,1796.1565618460575,51912,23,31.610085011245744,0.0
426,2021-06-14,2977373,399,1714.1048222197394,51929,17,31.173166161321795,0.0
427,2021-06-15,2978351,978,1618.8745097472445,51940,11,30.412056994730435,0.0
428,2021-06-16,2979689,1338,1516.2718444568702,51967,27,29.362215176103817,0.0
429,2021-06-17,2981826,2137,1412.4308414877435,52007,40,28.090009305756904,0.0
430,2021-06-18,2982619,793,1313.3621901625768,52040,33,26.68645145592381,0.0
431,2021-06-19,2983636,1017,1224.5357085161995,52083,43,25.258551229609477,0.0
432,2021-06-20,2985388,1752,1150.5287228626073,52098,15,23.91911881483708,0.0
433,2021-06-21,2985659,271,1094.7654376850078,52110,12,22.775988682539317,0.0
434,2021-06-22,2986414,755,1059.3632413303792,52118,8,21.92168750352277,0.0
435,2021-06-23,2988388,1974,1045.0918587999768,52150,32,21.42452510348142,0.0
436,2021-06-24,2989604,1216,1051.441279080156,52183,33,21.321950485213748,0.0
437,2021-06-25,2991189,1585,1076.7853654584108,52217,34,21.616799379212875,0.0
438,2021-06-26,2992812,1623,1118.6207818525525,52246,29,22.2767860169918,0.0
439,2021-06-27,2994213,1401,1173.8559101343849,52265,19,23.23728580127004,0.0
440,2021-06-28,2994389,176,1239.122115046023,52273,8,24.40714613504408,0.0
441,2021-06-29,2995223,834,1311.08008530334,52279,6,25.676978933570897,0.0
442,2021-06-30,2997318,2095,1386.6968285030152,52308,29,26.929156829900162,0.0
443,2021-07-01,3000069,2751,1463.4737794986306,52337,29,28.04857735571723,0.0
444,2021-07-02,3001682,1613,1539.6127775037608,52410,73,28.933190003906535,0.0
445,2021-07-03,3003278,1596,1614.1136519691624,52453,43,29.503306294239508,0.0
446,2021-07-04,3004465,1187,1686.8040805192888,52473,20,29.70883011462791,0.0
447,2021-07-05,3004684,219,1758.3085448446814,52482,9,29.533743425101925,0.0
448,2021-07-06,3005221,537,1829.9680347611622,52482,0,28.997442077158908,0.0
449,2021-07-07,3006541,1320,1903.7252349093444,52506,24,28.152813443811606,0.0
450,2021-07-08,3010929,4388,1981.9910810608555,52531,25,27.081253756052146,0.0
451,2021-07-09,3013216,2287,2067.5078228644734,52567,36,25.885109667240872,0.0
452,2021-07-10,3015520,2304,2163.2213141837838,52606,39,24.67826867834747,0.0
453,2021-07-11,3016891,1371,2272.171581315393,52624,18,23.57579413205821,0.0
454,2021-07-12,3017321,430,2397.406324870522,52629,5,22.683586528156795,0.0
455,2021-07-13,3020886,3565,2541.917482046468,52661,32,22.089045957175856,0.0
456,2021-07-14,3024610,3724,2708.596891008807,52690,29,21.853611296062272,0.0
457,2021-07-15,3029676,5066,2900.203961164468,52727,37,22.00786995581913,0.0
458,2021-07-16,3032699,3023,3119.3364344620795,52763,36,22.549684718817044,0.0
459,2021-07-17,3037130,4431,3368.3950254344754,52792,29,23.445495036221736,0.0
460,2021-07-18,3039664,2534,3649.5339632766663,52816,24,24.634646533766293,0.0
461,2021-07-19,3041410,1746,3964.592051169038,52827,11,26.036313251380687,0.0
462,2021-07-20,3044072,2662,4315.002463984613,52839,12,27.558329849607496,0.0
463,2021-07-21,3049688,5616,4701.683658597439,52865,26,29.107069258763676,0.0
464,2021-07-22,3057874,8186,5124.917934631949,52904,39,30.597402465321984,0.0
465,2021-07-23,3064743,6869,5584.227813676827,52935,31,31.961770928875257,0.0
466,2021-07-24,3070903,6160,6078.263013410622,52982,47,33.15748933251734,0.0
467,2021-07-25,3076115,5212,6604.712003884399,53006,24,34.17156892583729,0.0
468,2021-07-26,3077513,1398,7160.251727282474,53018,12,35.022593381971106,0.0
469,2021-07-27,3083368,5855,7740.547004471944,53037,19,35.759466929817755,0.0
470,2021-07-28,3095920,12552,8340.307596533732,53078,41,36.45716105215718,0.0
471,2021-07-29,3105208,9288,8953.406168027332,53149,71,37.209881786110245,0.0
472,2021-07-30,3119924,14716,9573.054983355367,53186,37,38.12233594292824,0.0
473,2021-07-31,3133639,13715,10192.03362196015,53248,62,39.29996621899104,0.0
474,2021-08-01,3138837,5198,10802.954916245822,53277,29,40.839132980928674,0.0
475,2021-08-02,3142184,3347,11398.552257345173,53296,19,42.818233085724785,0.0
476,2021-08-03,3151893,9709,11971.968840404385,53329,33,45.290661051676636,0.0
477,2021-08-04,3172919,21026,12517.028645679555,53395,66,48.280342175953365,0.0
478,2021-08-05,3185937,13018,13028.470100614693,53457,62,51.78031654981026,0.0
479,2021-08-06,3201476,15539,13502.126363564956,53538,81,55.754550539091646,0.0
480,2021-08-07,3224572,23096,13935.040735072718,53607,69,60.142826713075216,0.0
481,2021-08-08,3235644,11072,14325.511387805054,53661,54,64.86824569362376,0.0
482,2021-08-09,3238016,2372,14673.065834224175,53688,27,69.8465950604061,0.0
483,2021-08-10,3250897,12881,14978.371677334824,53727,39,74.99662927426797,0.0
484,2021-08-11,3272462,21565,15243.095571268976,53831,104,80.25018274468806,0.0
485,2021-08-12,3293869,21407,15469.726382889203,53939,108,85.56101982681582,0.0
486,2021-08-13,3306267,12398,15661.380855342217,54057,118,90.91141533155097,0.0
487,2021-08-14,3323844,17577,15821.610376597193,54202,145,96.31565155244611,0.0
488,2021-08-15,3334027,10183,15954.22571352603,54289,87,101.8198974663379,0.0
489,2021-08-16,3339500,5473,16063.152972844235,54330,41,107.49827859153035,0.0
490,2021-08-17,3356260,16760,16152.328991427858,54379,49,113.44532128828789,0.0
491,2021-08-18,3384466,28206,16225.638408344043,54478,99,119.76532840426658,0.0
492,2021-08-19,3402025,17559,16286.888510724668,54655,177,126.55957859364875,0.0
493,2021-08-20,3419098,17073,16339.812298230005,54863,208,133.9125062668442,0.0
494,2021-08-21,3442026,22928,16388.08576249198,55055,192,141.87818536347842,0.0
495,2021-08-22,3459060,17034,16435.34270157873,55226,171,150.46848858464946,0.0
496,2021-08-23,3462334,3274,16485.169878144337,55283,57,159.64421516708242,0.0
497,2021-08-24,3476394,14060,16541.067146805097,55346,63,169.31027685400755,0.0
498,2021-08-25,3499482,23088,16606.361228247853,55549,203,179.31571700038856,0.0
499,2021-08-26,3520818,21336,16684.067744685188,55798,249,189.45893590254886,0.0
500,2021-08-27,3534862,14044,16776.70337380641,56055,257,199.49803933951387,0.0
501,2021-08-28,3557337,22475,16886.057769248706,56345,290,209.1657558649302,0.0
502,2021-08-29,3566549,9212,17012.942373584858,56577,232,218.18792325137204,0.0
503,2021-08-30,3570135,3586,17156.93953661431,56685,108,226.30416645422682,0.0
504,2021-08-31,3592504,22369,17316.179644524622,56808,123,233.28911482521718,0.0
505,2021-09-01,3612246,19742,17487.17562539521,57044,236,238.97236353719202,0.0
506,2021-09-02,3639659,27413,17664.742823929017,57381,337,243.25539120176862,0.0
507,2021-09-03,3661241,21582,17842.027726715733,57704,323,246.1238079607989,0.0
508,2021-09-04,3686502,25261,18010.661581533524,57995,291,247.65361812945008,0.0
509,2021-09-05,3701024,14522,18161.04511702466,58272,277,248.01061799122792,0.0
510,2021-09-06,3703715,2691,18282.759136185345,58420,148,247.4425802427762,0.0
511,2021-09-07,3708013,4298,18365.08374221798,58467,47,246.26446036963273,0.0
512,2021-09-08,3727663,19650,18397.59749157548,58638,171,244.8374495582611,0.0
513,2021-09-09,3768545,40882,18370.818002706364,58927,289,243.54324427468083,0.0
514,2021-09-10,3793204,24659,18276.838527191074,59338,411,242.75535715330253,0.0
515,2021-09-11,3812711,19507,18109.911553549224,59742,404,242.80961629412022,0.0
516,2021-09-12,3821518,8807,17866.931206396363,60061,319,243.97615919114517,0.0
517,2021-09-13,3823937,2419,17547.77120475943,60202,141,246.43520468422346,0.0
518,2021-09-14,3843407,19470,17155.44423627529,60330,128,250.2586774324771,0.0
519,2021-09-15,3870934,27527,16696.061178502816,60423,93,255.3993755610785,0.0
520,2021-09-16,3890444,19510,16178.583692729326,60830,407,261.68883911040353,0.0
521,2021-09-17,3908248,17804,15614.38009238682,61205,375,268.8444333796156,0.0
522,2021-09-18,3925136,16888,15016.610640902361,61558,353,276.4854558704263,0.0
523,2021-09-19,3933083,7947,14399.48311161198,61861,303,284.15736320656504,0.0
524,2021-09-20,3934628,1545,13777.431183784725,61960,99,291.36255192974244,0.0
525,2021-09-21,3949052,14424,13164.275911307363,62071,111,297.595568566539,0.0
526,2021-09-22,3967426,18374,12572.433273640481,62402,331,302.3802168080894,0.0
527,2021-09-23,3983098,15672,12012.228309082824,62801,399,305.30580896870407,0.0
528,2021-09-24,3994501,11403,11491.368611114005,63253,452,306.0597968518476,0.0
529,2021-09-25,4008699,14198,11014.61758536672,63656,403,304.454219352008,0.0
530,2021-09-26,4016181,7482,10583.691798938626,63934,278,300.4438092749985,0.0
531,2021-09-27,4018812,2631,10197.388343500308,64074,140,294.1341824283932,0.0
532,2021-09-28,4029626,10814,9851.928960217543,64192,118,285.7792461699559,0.0
533,2021-09-29,4043512,13886,9541.489422938635,64456,264,275.76775926606956,0.0
534,2021-09-30,4058636,15124,9258.86698317545,64851,395,264.59978992684364,0.0
535,2021-10-01,4068264,9628,8996.226983538938,65203,352,252.8545916024264,0.0
536,2021-10-02,4077436,9172,8745.863147564265,65529,326,241.1520863438017,0.0
537,2021-10-03,4083305,5869,8500.905212238264,65785,256,230.11066026273082,0.0
538,2021-10-04,4084361,1056,8255.912631837786,65914,129,220.3042933348568,0.0
539,2021-10-05,4093140,8779,8007.3036595477315,66044,130,212.2221397637113,0.0
540,2021-10-06,4105397,12257,7753.584309279221,66318,274,206.2335356899769,0.0
541,2021-10-07,4116410,11013,7495.360181188503,66681,363,202.5610464510517,0.0
542,2021-10-08,4124391,7981,7235.13424743675,66933,252,201.2636015476816,0.0
543,2021-10-09,4128119,3728,6976.913613327004,66983,50,202.23104315973262,0.0
544,2021-10-10,4129189,1070,6725.666159057273,66986,3,205.19058708211372,0.0
545,2021-10-11,4129695,506,6486.682156385918,66988,2,209.72482523903824,0.0
546,2021-10-12,4135512,5817,6264.905088506739,67044,56,215.30005193382576,0.0
547,2021-10-13,4140620,5108,6064.299075067519,67062,18,221.302935642151,0.0
548,2021-10-14,4162922,22302,5887.317151666616,68245,1183,227.08294194363322,0.0
549,2021-10-15,4168664,5742,5734.525390118746,68467,222,231.99748769812004,0.0
550,2021-10-16,4175460,6796,5604.423258767216,68723,256,235.45660390961655,0.0
551,2021-10-17,4178474,3014,5493.482004242093,68935,212,236.96392003521734,0.0
552,2021-10-18,4180032,1558,5396.401875059646,69034,99,236.15105285522765,0.0
553,2021-10-19,4184467,4435,5306.567635342567,69103,69,232.80296767348696,0.0
554,2021-10-20,4191397,6930,5216.662034664541,69304,201,226.87254164736072,0.0
555,2021-10-21,4196761,5364,5119.380592969715,69565,261,218.48334826969338,0.0
556,2021-10-22,4202418,5657,5008.179820812039,69795,230,207.9205388968848,0.0
557,2021-10-23,4206675,4257,4877.985973228663,70025,230,195.61055744895464,0.0
558,2021-10-24,4209200,2525,4725.793220448346,70202,177,182.09122391299132,0.0
559,2021-10-25,4210466,1266,4551.088678120074,70263,61,167.9744020741431,0.0
560,2021-10-26,4215539,5073,4356.056411953048,70335,72,153.9039775531912,0.0
561,2021-10-27,4221302,5763,4145.532075632085,70486,151,140.51217756573567,0.0
562,2021-10-28,4224781,3479,3926.7025413440674,70718,232,128.37734352209023,0.0
563,2021-10-29,4231141,6360,3708.5686997054804,70886,168,117.98611858471422,0.0
564,2021-10-30,4234996,3855,3501.2123587807455,71075,189,109.70264878016518,0.0
565,2021-10-31,4238040,3044,3314.927734751586,71139,64,103.74684836933598,0.0
566,2021-11-01,4238438,398,3159.2925262035474,71193,54,100.18309149112744,0.0
567,2021-11-02,4242156,3718,3042.2615544161135,71262,69,98.91991609996204,0.0
568,2021-11-03,4247209,5053,2969.366555235441,71380,118,99.72052208205066,0.0
569,2021-11-04,4251257,4048,2943.098702756199,71537,157,102.223073394104,0.0
570,2021-11-05,4254698,3441,2962.5362977811633,71666,129,105.96913081267856,0.0
571,2021-11-06,4257615,2917,3023.2598883368896,71802,136,110.43799630095126,0.0
572,2021-11-07,4260063,2448,3117.5725944210467,71914,112,115.08437959810715,0.0
573,2021-11-08,4260852,789,3235.0166953650673,71957,43,119.37662590556064,0.0
574,2021-11-09,4264018,3166,3363.150954135421,72009,52,122.83277846300898,0.0
575,2021-11-10,4269229,5211,3488.5290767721235,72111,102,125.05198357696523,0.0
576,2021-11-11,4273003,3774,3597.8003316736085,72130,19,125.73915566804762,0.0
577,2021-11-12,4277412,4409,3678.840494379017,72417,287,124.72137079210533,0.0
578,2021-11-13,4280433,3021,3721.816200390469,72687,270,121.95510380727339,0.0
579,2021-11-14,4283413,2980,3720.0890727431356,72760,73,117.52411584317849,0.0
580,2021-11-15,4283899,486,3670.87750239973,72789,29,111.62848199196006,0.0
581,2021-11-16,4287302,3403,3575.6128302060592,72838,49,104.56587339091857,0.0
582,2021-11-17,4292434,5132,3439.951381899451,72909,71,96.70672834731266,0.0
583,2021-11-18,4296397,3963,3273.4322839654264,73038,129,88.46532841261869,0.0
584,2021-11-19,4301331,4934,3088.800824407647,73176,138,80.26901364106139,0.0
585,2021-11-20,4304742,3411,2901.045759363388,73276,100,72.52781616739311,0.0
586,2021-11-21,4306389,1647,2726.223922534689,73351,75,65.60666580286284,0.0
587,2021-11-22,4307087,698,2580.164584429041,73378,27,59.802041562209105,0.0
588,2021-11-23,4311138,4051,2477.157536902634,73424,46,55.32453609608138,0.0
589,2021-11-24,4316239,5101,2428.7317908334876,73518,94,52.28830181297881,0.0
590,2021-11-25,4320753,4514,2442.625752550082,73605,87,50.7077995263015,0.0
591,2021-11-26,4321057,304,2522.0352367235755,73605,0,50.50171639948536,0.0
592,2021-11-27,4321097,40,2665.2038593867087,73605,0,51.5034020891013,0.0
593,2021-11-28,4321134,37,2865.393044262507,73605,0,53.47672800796368,0.0
594,2021-11-29,4321134,0,3111.238352430797,73605,0,56.135934884174965,0.0
595,2021-11-30,4329309,8175,3387.4676697581826,73754,149,59.16781916577058,0.0
596,2021-12-01,4335900,6591,3675.9275735038927,73828,74,62.25452950957943,0.0
597,2021-12-02,4341140,5240,3956.8393928622377,73928,100,65.09529976030514,0.0
598,2021-12-03,4345433,4293,4210.1881399124,74033,105,67.425623161666,0.0
599,2021-12-04,4349514,4081,4417.137121366172,74107,74,69.03265364069712,0.0
600,2021-12-05,4351335,1821,4561.359466513981,74169,62,69.76597642179468,0.0
601,2021-12-06,4352098,763,4630.185090495067,74198,29,69.54329000281957,0.0
602,2021-12-07,4356275,4177,4615.47707058604,74217,19,68.35095098368038,0.0
603,2021-12-08,4361295,5020,4514.173676627902,74278,61,66.23971977917556,0.0
604,2021-12-09,4366341,5046,4328.4594336510145,74370,92,63.31637993500728,0.0
605,2021-12-10,4370210,3869,4065.55828510733,74452,82,59.73216348331458,0.0
606,2021-12-11,4385287,15077,3737.171664770793,74555,103,55.66908380503483,0.0
